"start","attribute","end","recallloc"
0,"loc",33,0.00118063754427391
0.8986206896,"mfa",1,0.000890471950133571
103,"loc",190,0.000819384291232588
4,"dit",6,0.00079428117553614
0,"avg_cc",0.75,0.000726568176313877
0.3544444448,"cam",0.5,0.000694927032661571
7.4916666668,"amc",15.24,0.000669792364367046
0,"max_cc",1,0.000645816034689547
1,"max_cc",3.19999999999999,0.000634383590611123
0,"amc",7.4916666668,0.000623052959501558
8,"wmc",15.6,0.000607574427867414
7.19999999999999,"lcom",47.2,0.00060313630880579
0.7,"cam",1,0.000590318772136954
2,"npm",4,0.000589622641509434
8,"cbo",13,0.000579850205363614
0,"lcom3",0.5385714288,0.000563063063063063
0,"ca",1,0.000556715379262352
6,"npm",11,0.000556080742923873
0.75,"avg_cc",1,0.00055317383487761
1,"ic",4,0.000548708424784738
1,"cbm",2,0.000545479339969999
1,"avg_cc",1.25,0.00053041018387553
5,"ce",9,0.000520050849416387
0.7074074072,"lcom3",0.8346666664,0.000493461633358006
17,"rfc",26,0.000493145280599665
1,"moa",10,0.00049290968377948
0,"noc",52,0.000490402129746392
0.9284848482,"dam",1,0.000466544846623382
9,"ce",35,0.000459875833524948
2,"cbm",10,0.000455147302217809
46.6,"rfc",213,0.000451021240952729
2,"dit",3,0.000446179587283882
0.804347826,"mfa",0.8986206896,0.000445930880713489
3,"wmc",5,0.000432994154578913
0.4311594206,"mfa",0.804347826,0.000422901756668835
3,"dit",4,0.000409416581371546
15.24,"amc",23.326666666,0.000404203718674212
0,"cam",0.25,0.000400080016003201
13,"cbo",193,0.000381837273681866
3,"cbo",5,0.000347262414631323
15.6,"wmc",91,0.000343649558309244
11,"npm",77,0.000338471151843366
463.2,"loc",4244,0.000336485672794248
35.346666664,"amc",2052,0.00033267651047931
47.2,"lcom",3687,0.000331709339691096
2,"ca",5,0.000328407224958949
0.8346666664,"lcom3",2,0.000324821348258458
1.25,"avg_cc",1.8333,0.000315159155373464
23.326666666,"amc",35.346666664,0.000314675687369705
0,"dam",0.9284848482,0.000295562862526324
0.25,"cam",0.3544444448,0.000274262429965129
3.19999999999999,"max_cc",6.60000000000002,0.000270401817100211
6.60000000000002,"max_cc",47,0.000265597836584895
5,"wmc",8,0.000252312867956266
4,"npm",6,0.000251931474638898
33,"loc",103,0.000250689395838556
0,"dit",1,0.000248623690285917
1,"ce",3,0.000245841186593461
1,"dit",2,0.000243783520234032
1.8333,"avg_cc",8.4545,0.000243761235869466
5,"ca",192,0.000235393813850572
190,"loc",463.2,0.000232531101034763
0,"rfc",8,0.000227531285551763
8,"rfc",17,0.000220409962530306
1,"lcom",7.19999999999999,0.000215842866393266
5,"cbo",8,0.000212992545260916
0.5385714288,"lcom3",0.7074074072,0.000193199381761978
0,"ic",1,0.000187906347476418
26,"rfc",46.6,0.000187055742611298
0,"cbo",3,0.000164541341011929
0,"wmc",3,0.000160642570281124
0,"cbm",1,0.000159574468085106
0,"moa",1,0.000151453957996769
1,"ca",2,0.000148478099480327
3,"ce",5,0.000146595323609177
0.5,"cam",0.7,0.000134861766689144
0,"npm",2,0.000125817815802718
0,"mfa",0.4311594206,0.000110107905747633
0,"lcom",1,0
0,"ce",1,0
