"start","attribute","end","recallloc"
0,"amc",5.666666667,0.0139745170571311
0,"loc",54.6,0.0131752305665349
0,"rfc",11,0.0113524185587364
0,"avg_cc",0.8,0.00963149078726968
54.6,"loc",120.6,0.00809895449860109
0.575757576,"mfa",1,0.00666666666666667
8,"npm",10,0.00637686366085863
5.666666667,"amc",9.5846153842,0.00609100680759584
21,"rfc",27.4,0.00531526836894216
4,"cbo",5,0.00507352308882965
1,"ca",2,0.00499023649381645
9,"wmc",12,0.00496590081440773
0.454545455,"cam",0.5240476192,0.00493252675663099
0.8,"avg_cc",0.9,0.00487092060399415
11,"rfc",21,0.00483508893109998
0.5240476192,"cam",1,0.00467631155925764
0,"max_cc",1,0.00466548474386489
0,"wmc",5,0.00465022240194096
120.6,"loc",222.4,0.00463192721257237
0,"cbo",4,0.00461572276357242
45,"lcom",88,0.00387945575171483
1,"lcom",10,0.00382574355177095
0,"dam",0.333333333,0.00358945597307908
0.35,"cam",0.454545455,0.00347869300534228
1,"ce",3,0.00346694024834613
1,"max_cc",2,0.00343284497026911
9.5846153842,"amc",15.586666668,0.00323739187616976
5,"cbm",6,0.00320256204963971
10,"lcom",45,0.00315404111517882
0.6849902532,"lcom3",0.818181818,0.00312593033640965
0.44,"mfa",0.575757576,0.00311319791772992
2,"dit",5,0.00298151460942159
0,"ce",1,0.00287794142542746
0,"ic",1,0.00286764835242167
3,"ce",4,0.00278624750289139
0,"npm",4,0.00270588235294118
0.333333333,"dam",0.6295454544,0.00264935258778313
1,"dit",2,0.00256043825175658
0.239130435,"mfa",0.44,0.00254053650153179
5,"wmc",9,0.00243383024034074
222.4,"loc",392.400000000001,0.00239505312663299
0.2855158732,"cam",0.35,0.00232092837134854
0,"cbm",5,0.00231954492737615
1.1471341992,"lcom3",2,0.00231554573202821
4,"npm",8,0.00222481195041848
0,"ca",1,0.00214902118800578
0.818181818,"lcom3",0.9045350238,0.00214362272240086
0.9,"avg_cc",1,0.00209715386261502
4,"ce",5,0.00194540701562405
0,"lcom",1,0.00179640718562874
6,"cbo",9,0.00176739374083973
12,"wmc",20,0.00174484933897054
27.4,"rfc",41.2,0.00173616219874643
15.586666668,"amc",24.13333333,0.00169863182927206
10,"npm",17,0.00164327285176309
5,"cbo",6,0.00158063009663398
0.9045350238,"lcom3",1.1471341992,0.00156419203465287
2,"ca",4,0.00145998450628687
0,"lcom3",0.6849902532,0.00142502770887212
0.6295454544,"dam",1,0.00134757071084355
2,"max_cc",4,0.00129354565324055
17,"npm",95,0.00123724095267553
1,"moa",34,0.00117700090153261
0,"dit",1,0.00115462983925741
1.375,"avg_cc",11.4167,0.0011424554002988
20,"wmc",129,0.00108583731161659
1,"avg_cc",1.375,0.00107312129251498
88,"lcom",6636,0.00106830360170929
4,"ca",184,0.00103206045876752
9,"cbo",186,0.000981206128764435
0,"noc",132,0.000973176814062405
4,"max_cc",123,0.000967261904761905
41.2,"rfc",376,0.000943773494361353
0,"moa",1,0.000895696179855793
5,"ce",129,0.00089060055361656
392.400000000001,"loc",9857,0.000811858369997905
0,"cam",0.2855158732,0.00080294961081524
24.13333333,"amc",614.5625,0.000758618256236548
1,"ic",3,0.00073385518590998
0,"mfa",0.239130435,0.000620495441745024
6,"cbm",20,0.000366255646441216
