"start","attribute","end","recallloc"
0,"loc",14,0.00795755968169761
0.666666667,"cam",1,0.00226757369614512
0,"rfc",5,0.00166389351081531
5,"rfc",13,0.00125997480050399
2,"ce",3,0.0010155721056195
0,"max_cc",1,0.000820643749430108
0.75,"avg_cc",1,0.000808668930939673
15,"lcom",69.6,0.000776246846497186
2,"npm",4,0.000735113942661112
0,"dam",0.6,0.000698324022346369
5,"wmc",9,0.000689519306540583
2,"ca",3,0.000656167979002625
0.7671428574,"lcom3",0.9438598766,0.000612030776404756
25,"rfc",53.6,0.000583052604301633
7.33,"amc",14.606578948,0.000562294160173508
6,"cbo",10,0.000553622271433091
1,"max_cc",2,0.000549601538884309
3,"ca",8,0.000540142401178493
0.260631579,"cam",0.3761111112,0.000538423886441508
4,"npm",7,0.000533440021337601
9,"wmc",15,0.00053301747112822
3,"wmc",5,0.000522921387484748
0.7841269844,"mfa",1,0.000518564613150799
0,"ic",1,0.000516528925619835
3,"dit",6,0.000515274199484726
0,"cbm",1,0.000506072874493927
0,"dit",1,0.000494503404465746
0,"ce",2,0.00049079754601227
53.4,"loc",139.2,0.000484027105517909
1,"moa",12,0.000483458802403481
0.5,"cam",0.666666667,0.000478927203065134
3,"lcom",15,0.000476114902396445
0.3761111112,"cam",0.5,0.000475285171102662
14,"loc",53.4,0.000474608448030375
10,"cbo",18,0.000474233322794815
6,"ce",75,0.000474177919802082
7,"npm",12,0.000471431265321516
139.2,"loc",345.6,0.000467320915948995
8,"ca",147,0.000453988287102193
13,"rfc",25,0.00045153521974714
0.6,"dam",1,0.000444438271690671
18,"cbo",150,0.000435265185314153
0,"cbo",4,0.000434593654932638
12,"npm",142,0.000425387102263059
1.61232,"avg_cc",6.5,0.00041276531033434
0,"lcom",3,0.000412371134020619
25.069565216,"amc",203.5,0.000407522872221203
15,"wmc",157,0.000407434713437585
345.6,"loc",2894,0.000405565608036439
1,"avg_cc",1.61232,0.000400064010241639
0.9438598766,"lcom3",2,0.000395616568421886
14.606578948,"amc",25.069565216,0.000395447954655301
5,"max_cc",29,0.000394444559779111
0.5403333334,"lcom3",0.7671428574,0.000386100386100386
69.6,"lcom",11794,0.000385586766662168
0,"moa",1,0.00038345396155874
53.6,"rfc",312,0.000382732390323249
2,"max_cc",5,0.000377625678546141
1,"ca",2,0.000374981250937453
0,"cam",0.260631579,0.000370226032735776
3.968,"amc",7.33,0.000359841669665347
0,"noc",17,0.000359485935112789
4,"cbo",6,0.000357398141529664
0,"mfa",0.7841269844,0.000352264276488317
0,"ca",1,0.000340116773425543
1,"cbm",18,0.000328823750469748
1,"dit",3,0.000323984078496714
0,"lcom3",0.5403333334,0.000269759913676828
0,"avg_cc",0.75,0.000237755587256301
3,"ce",6,0.000235710076605775
1,"ic",4,0.000218277066356228
0,"npm",2,0.000151446312282296
0,"wmc",3,0
0,"amc",3.968,0
