"start","attribute","end","recallloc"
0,"loc",25,0.0307314074984634
0,"amc",5.6266666668,0.00970350404312668
0.976190476,"mfa",1,0.0091824644549763
25,"loc",83.6,0.00797940797940798
0.5,"cam",0.75,0.00549492482637564
4,"rfc",12,0.00457435261280819
83.6,"loc",212.2,0.00360490266762797
5.6266666668,"amc",12.5,0.00320181780623838
2,"cbo",5,0.00307226308957161
3,"ce",6,0.00296610169491525
4,"dit",8,0.00274597171131029
12,"rfc",23,0.00260933096753992
2,"cbm",6,0.00258916434720694
5,"cbo",9,0.00255548554225303
0.9,"avg_cc",1.1667,0.00250276945800681
1,"ce",3,0.00232512120312655
0.3568253968,"cam",0.5,0.00230378553850987
4,"lcom",34,0.0022397281433426
3,"npm",6,0.00215699419943452
12.5,"amc",21.25,0.0021277660959247
0,"lcom3",0.5,0.00210164799958992
4,"wmc",7,0.00208413316514013
2,"npm",3,0.00208307031940412
0.5,"avg_cc",0.9,0.00197074992220724
1,"lcom",4,0.00194020198000099
7,"wmc",14,0.00186799501867995
6,"npm",12,0.00180386612388172
0,"moa",1,0.00174246384387524
3,"wmc",4,0.00174125021765628
0,"ic",1,0.00172117039586919
0,"ca",1,0.00170655654812068
212.2,"loc",498.6,0.0016453826449526
23,"rfc",45.6,0.00163298199478294
0,"wmc",3,0.00158438175544128
1,"max_cc",3,0.00158227848101266
2,"ic",5,0.00156349038664695
1,"ca",2,0.00154194416193694
0,"max_cc",1,0.00152994058137742
3,"max_cc",7,0.00151185864121705
1.0984126982,"lcom3",2,0.00150540577528397
2,"dit",3,0.00144234151832829
1,"ic",2,0.00143617021276596
0.2423809524,"cam",0.3568253968,0.00138472627944914
0.5,"lcom3",0.777777778,0.00135157653070671
0,"dit",1,0.0013381667116051
6,"ce",13,0.0013309113145447
6,"cbm",33,0.00130064068596753
2,"ca",6,0.00128303395874296
0,"npm",2,0.00127227975886137
0.75,"dam",1,0.00121532687706854
9,"cbo",18,0.00121339707322778
0,"noc",29,0.00115734742878859
1,"dit",2,0.0011521622244412
21.25,"amc",44.085714284,0.00112770679623298
0.5,"mfa",0.9184637882,0.00112533408355606
1.1667,"avg_cc",1.82854,0.00111654075373751
6,"ca",156,0.00109760447822627
0,"rfc",4,0.00103458243948453
0,"lcom",1,0.00102578714916655
0,"cbm",2,0.000994989517074731
0,"avg_cc",0.5,0.000967175549802101
0.75,"cam",1,0.000938100272495793
1.82854,"avg_cc",20.4286,0.000896120326117515
0.9184637882,"mfa",0.976190476,0.000890075656430797
18,"cbo",173,0.000836145978851625
3,"dit",4,0.000815524002100254
13,"ce",68,0.00080902834671473
0,"cbo",2,0.000789591533693167
1,"moa",16,0.000782808044284569
0.777777778,"lcom3",1.0984126982,0.000774076666529419
0,"mfa",0.5,0.00074750177039893
12,"npm",122,0.000742360867205211
0,"ce",1,0.000734418922683415
34,"lcom",7393,0.000734167517875383
0,"dam",0.75,0.000716974368166338
45.6,"rfc",391,0.000712753627049999
7,"max_cc",138,0.000695157339972355
14,"wmc",130,0.000682790854825994
0,"cam",0.2423809524,0.000675518460418371
44.085714284,"amc",1251,0.000614877499920763
498.6,"loc",4275,0.000486832766120079
