"start","attribute","end","recallloc"
0,"loc",15,0.0141226628769374
0,"rfc",5,0.0104415711149061
15,"loc",46,0.0043970368194461
0,"amc",3.666666667,0.00399979488231373
5,"rfc",11,0.00216726273824282
0,"avg_cc",0.5,0.00178532694842574
0.625,"cam",0.75,0.00167369242779079
0,"lcom",1,0.00166450577977352
0,"max_cc",1,0.00160332541567696
11.6,"amc",21.5,0.00154847632935941
46,"loc",113,0.00152512092030154
0,"cbm",1,0.0013834277974304
0.96875,"lcom3",2,0.00134081469066531
0.75,"cam",1,0.00131269805436409
11,"rfc",23,0.00125769510822797
0.5,"avg_cc",1,0.00119277289986014
0,"npm",1,0.0011216776396001
1,"npm",2,0.00105997472769615
1,"lcom",4,0.0010081280322601
0.875,"mfa",1,0.000977655427917208
0,"ic",1,0.000955053643091801
0.68,"mfa",0.875,0.000947609924808318
0.44,"cam",0.625,0.000857006282436493
1,"ce",4,0.000826262067269261
3,"cbo",6,0.000809333885838599
113,"loc",275,0.000795843457894434
0,"cbo",3,0.000794951748277604
6,"cbo",11,0.00078421251166392
2,"dit",3,0.000765994174128816
1,"dit",2,0.000757929742257005
4,"ce",8,0.000750809529258485
3.666666667,"amc",11.6,0.000734794714244293
8,"ce",15,0.000714829508765141
2,"npm",3,0.000712919153297112
21.5,"amc",42.25,0.00070614013480004
0,"dit",1,0.000705430394440422
1,"max_cc",3,0.000698181322798175
4,"lcom",21,0.0006936893296239
23,"rfc",42,0.000689412326584468
3,"max_cc",7,0.000687516104252004
11,"cbo",18,0.000672521957340025
1,"ic",4,0.000671850782606382
3,"dit",7,0.000636892573223615
3,"ca",263,0.000593946036634836
1,"cbm",22,0.000592544911785656
1,"ca",3,0.000576970129810013
18,"cbo",274,0.000555561071999523
15,"ce",110,0.000537749795583058
1.2222,"avg_cc",2.25,0.000535115685450389
0,"ce",1,0.000525463064325437
3,"npm",6,0.000520004471536035
0,"dam",0.5,0.000518274086674522
0,"noc",86,0.000516105528400984
0,"lcom3",0.8125,0.000502310179332565
0.928571429,"dam",1,0.000501346850309187
0.28,"cam",0.44,0.000490610680244713
2.25,"avg_cc",22.0833,0.000481893367512713
0,"mfa",0.68,0.00044419701025799
42.25,"amc",432.6666667,0.000424411217487855
0.8125,"lcom3",0.96875,0.000413683116428175
42,"rfc",346,0.000401637415168082
0,"ca",1,0.000399266432520589
7,"max_cc",252,0.000398731473125071
21,"lcom",13203,0.000397832578525705
0,"cam",0.28,0.000365602910223498
275,"loc",7313,0.000361960860208169
6,"npm",162,0.00035967490921667
0.5,"dam",0.928571429,0.000339858998405216
1,"avg_cc",1.2222,0.000332051383712632
0,"moa",83,0.000290403869553496
