"start","attribute","end","recallloc"
0,"loc",24.4,0.0050314465408805
0,"amc",5.2666666666,0.00452488687782805
0,"rfc",6,0.00185528756957328
0.666666667,"cam",1,0.00147819660014782
0,"avg_cc",0.75,0.000712631391412792
0,"wmc",3,0.000548696844993141
0,"lcom",3,0.000479443845139638
0,"max_cc",1,0.000428173838578463
0.9668014338,"lcom3",2,0.000210039907582441
0,"cbo",4,0.000174117442214774
0,"npm",2,0.000167126263892371
3,"ce",6,0.000127327709692822
0,"cbm",2,9.92457324335054e-05
1,"avg_cc",1.6667,8.99118863513757e-05
2,"npm",3,8.64677907479464e-05
4,"dit",8,8.64285559949007e-05
0.6615384618,"mfa",0.9668084598,7.7000077000077e-05
5.2666666666,"amc",16.805555556,7.58207597240124e-05
10,"ca",291,6.973208931286e-05
5,"max_cc",9,6.9447659613871e-05
4,"ca",10,6.56620374930234e-05
0,"ic",1,6.4622443374584e-05
11,"ce",101,6.14212886186352e-05
17,"cbo",346,6.1197637771182e-05
0.9668084598,"mfa",1,5.90266505327155e-05
2,"dit",4,5.67762448191677e-05
2,"moa",13,5.55926173004225e-05
9,"npm",218,5.44761213001634e-05
0,"dit",1,5.35078879544826e-05
0.909090909,"dam",1,4.9480455220188e-05
16,"wmc",351,4.69461527627811e-05
0.5931216934,"lcom3",0.7822742476,4.64381907680877e-05
58.8,"rfc",540,4.62927243268266e-05
27.600000002,"amc",43.78939394,4.44765664090732e-05
1,"ic",5,4.39647402782968e-05
532.8,"loc",12535,4.26909530755274e-05
58.8,"lcom",41713,4.25557267241453e-05
0,"cam",0.2335802466,4.24027069888142e-05
2,"cbm",20,3.55315520181922e-05
16.805555556,"amc",27.600000002,3.49491489882221e-05
9,"max_cc",167,3.40959459920216e-05
0,"dam",0.909090909,3.18369945877109e-05
0,"noc",38,3.08680083960983e-05
0.2335802466,"cam",0.355357143,2.88741951318107e-05
2.56994,"avg_cc",25.1429,2.85233463589948e-05
10,"cbo",17,2.84794805342751e-05
245.6,"loc",532.8,2.67165375367352e-05
13,"lcom",58.8,2.64830508474576e-05
8,"wmc",16,2.62522314396724e-05
6,"ce",11,2.59484145518709e-05
0.355357143,"cam",0.5,2.57413509060956e-05
0.7822742476,"lcom3",0.9668014338,2.42119025713041e-05
31.6,"rfc",58.8,2.38965756207136e-05
1.6667,"avg_cc",2.56994,2.13028844105492e-05
0,"moa",1,2.04771168219515e-05
43.78939394,"amc",540,1.44079762556551e-05
3,"wmc",5,0
5,"wmc",8,0
1,"dit",2,0
4,"cbo",7,0
7,"cbo",10,0
6,"rfc",17,0
17,"rfc",31.6,0
3,"lcom",13,0
0,"ca",1,0
1,"ca",2,0
2,"ca",4,0
0,"ce",1,0
1,"ce",3,0
3,"npm",5,0
5,"npm",9,0
0,"lcom3",0.5931216934,0
24.4,"loc",113,0
113,"loc",245.6,0
1,"moa",2,0
0,"mfa",0.6615384618,0
0.5,"cam",0.666666667,0
1,"max_cc",2,0
2,"max_cc",5,0
0.75,"avg_cc",1,0
