"start","attribute","end","recallloc"
0,"loc",34.6,0.0680816980376452
0,"amc",7,0.0193374544301791
34.6,"loc",108.2,0.0144787644787645
5,"rfc",14.2,0.0110226186683657
0.466666667,"cam",0.75,0.00983442047165078
0.5,"avg_cc",0.9432,0.00850348544025313
7,"amc",14.060444448,0.00629755014378799
5,"cbo",9,0.0062111801242236
0.974358974,"mfa",1,0.00618480188017977
108.2,"loc",267,0.00555606435265745
0.35,"cam",0.466666667,0.00553812073103194
3,"npm",5,0.00512266190431431
1.333333333,"lcom3",2,0.00495433931788532
0,"max_cc",1,0.00495121384597514
2,"ce",5,0.00457056900691371
4,"wmc",8,0.00451962468613717
4,"dit",8,0.00429634810411151
2,"cbo",5,0.00417412045319022
6,"lcom",37.8000000000002,0.00404781309426786
0,"rfc",5,0.00404764120219596
0.799999999999955,"cbm",6,0.00402457867691976
0,"wmc",2,0.00393799104827401
0,"npm",2,0.00368751490105698
5,"ce",12,0.00367691870149921
8,"wmc",13,0.00362765553869499
0,"moa",1,0.00355786207265529
22,"rfc",46,0.00346144440054932
0,"ca",1,0.00345788604459125
0.926829268,"mfa",0.974358974,0.00331967213114754
0,"lcom3",0.653021978,0.00329969770511347
3,"dit",4,0.0032767117542204
5,"npm",11,0.00321815109129481
1,"ca",2,0.00320712947720951
0.799999999999955,"ic",2,0.0031352976933167
0.75,"cam",1,0.00301724137931034
0,"lcom",1,0.00292490859660636
1,"ce",2,0.00287440116642366
14.060444448,"amc",26.514285714,0.00282463587445361
0,"dit",1,0.00276861552133714
0,"avg_cc",0.5,0.00273412144219989
3,"max_cc",7,0.0027333306731575
1,"dit",2,0.00261226816120069
2,"ic",5,0.00252908447142135
2,"ca",6,0.00238520174136407
9,"cbo",17,0.00238121873651575
267,"loc",636.200000000001,0.00237523422448603
1.1429,"avg_cc",1.93998,0.00224597969634355
6,"cbm",33,0.00212795063154535
0,"noc",29,0.00210732419606412
0.5,"dam",1,0.00207489436106659
0.653021978,"lcom3",0.9,0.00205377341770832
6,"ca",156,0.00205003050640635
0,"dam",0.5,0.00192270717169775
26.514285714,"amc",60,0.00172423593610853
17,"cbo",172,0.00153983027648508
12,"ce",67,0.00141618425302492
1.93998,"avg_cc",21.1429,0.00139336879623713
1,"moa",17,0.00132616487455197
2,"wmc",4,0.00131979479319667
11,"npm",130,0.00128075905814949
37.8000000000002,"lcom",8413,0.0012758052644492
14.2,"rfc",22,0.00124411386986301
1,"max_cc",3,0.00123745445048317
0.9432,"avg_cc",1.1429,0.00121373953149654
2,"dit",3,0.00119760479041916
1,"lcom",6,0.00117454562736352
0,"cam",0.2621911426,0.00116795141322121
7,"max_cc",143,0.00115349645130209
13,"wmc",138,0.00113322473262979
0,"mfa",0.5,0.00109744560075686
0.5,"mfa",0.926829268,0.00109115128269321
0,"ce",1,0.00108929476727457
0,"cbo",2,0.00106511254019293
0.2621911426,"cam",0.35,0.00106285106942246
46,"rfc",428,0.00104214082077574
2,"npm",3,0.00102107848737576
0.9,"lcom3",1.333333333,0.000917062843898566
60,"amc",1875,0.000803965638242114
636.200000000001,"loc",4489,0.000596551147705409
