"start","attribute","end","recallloc"
0,"loc",31,0.0027608909182617
0,"rfc",8,0.00210965518857973
31,"loc",57,0.00194911540147164
8,"rfc",14,0.0018298011798121
0,"lcom",1,0.00164134009841666
57,"loc",99,0.00152559180248671
0.583333333,"cam",0.625,0.0014978607576125
0.8125,"mfa",0.857142857,0.00148815365454137
1,"lcom3",2,0.00145883895782129
0,"cbm",1,0.0014207549523071
1,"npm",2,0.00133914246658172
14,"rfc",21,0.00127679091619045
7,"cbo",11,0.00127284645051143
0,"amc",9.666666667,0.00126582278481013
0,"avg_cc",0.5,0.00124857904250759
0,"ic",1,0.00124095364353552
1,"dit",3,0.00121121841341235
0.625,"cam",0.666666667,0.00116367257380058
9.666666667,"amc",15.33333333,0.00112756776004002
2,"max_cc",4,0.00106647707074298
5,"ce",10,0.00106585993196367
10,"ce",15,0.000977712680820222
24.85714286,"amc",43.66666667,0.00096570940062692
15.33333333,"amc",24.85714286,0.000965449644694928
15,"ce",21,0.000959951129760667
15,"cbo",23,0.000937798390396944
11,"cbo",15,0.000929723062194791
1,"lcom",4,0.000910215417648844
99,"loc",188,0.000849059969319682
1,"ic",2,0.00083960601174613
0,"cbo",7,0.000814451629717711
0.5,"avg_cc",0.6667,0.000809012398115001
21,"rfc",33,0.000800283677791477
0,"max_cc",1,0.000772671638768304
1.875,"avg_cc",26.2,0.000757129482068035
0.425,"cam",0.583333333,0.000744638767090956
1,"cbm",3,0.000734589677199509
0.888888889,"mfa",1,0.000698783481484506
0,"mfa",0.8125,0.000675940825135986
1,"avg_cc",1.875,0.000670188722292331
1,"max_cc",2,0.000661160687902606
0,"ce",5,0.000650015046644598
4,"max_cc",74,0.00063617875580122
0,"ca",1,0.000593862958398698
0.857142857,"mfa",0.888888889,0.000590957517645492
0,"dam",0.166666667,0.000574664075044367
0,"noc",261,0.000571440816588927
3,"dit",5,0.000558616383889942
0.6667,"avg_cc",1,0.000537163038243539
1,"ca",319,0.000518917374488173
0,"npm",1,0.000514765860728117
2,"ic",5,0.000506655909640984
3,"cbm",19,0.000502544574288121
0.666666667,"cam",1,0.000499905573391693
21,"ce",116,0.000499631521752707
0,"lcom3",0.916666667,0.000498430617110988
5,"dit",7,0.000487685930260912
43.66666667,"amc",798,0.000486688137115236
2,"npm",3,0.000484797556620315
23,"cbo",319,0.000479457011703404
4,"lcom",9,0.000468733495299461
0.166666667,"dam",1,0.000447192323590719
9,"lcom",9730,0.000419196030657108
33,"rfc",355,0.000417746442243995
0,"dit",1,0.000415595210265202
188,"loc",5929,0.000411582645603357
0.916666667,"lcom3",1,0.000405213534770193
0,"cam",0.425,0.000362623976697339
0,"moa",158,0.00035615017149405
3,"npm",140,0.000346012743772929
