"start","attribute","end","recallloc"
0,"loc",17,0.00576923076923077
0,"amc",3.3743589746,0.00308324768756423
0,"rfc",7,0.00264900662251656
0.690000000000001,"cam",1,0.00156985871271586
1.2847058824,"lcom3",2,0.00153810659078674
17,"loc",65,0.00149114631873253
1,"ce",2,0.00144560896277557
3.3743589746,"amc",8.923076923,0.0012991614503366
0,"mfa",0.730769231,0.0012929919834497
0,"max_cc",1,0.00129094723253187
7,"rfc",14,0.0010866612333605
7,"cbo",9,0.00108121095627102
0,"cbm",1,0.00107162758798063
1,"dit",2,0.00105105935719422
0,"ic",1,0.00101576067367869
0,"avg_cc",0.75,0.000985545335085414
1,"lcom",6,0.000982237865269706
2,"ce",6,0.000964526845997214
3,"ca",7,0.000959232613908873
0,"moa",1,0.000946215139442231
0.75,"avg_cc",1,0.000894187779433681
51,"lcom",492,0.000865988309157826
11,"npm",37,0.000820292781423523
65,"loc",132.2,0.000795798185580137
14,"rfc",21,0.00079428117553614
0.4,"cam",0.5,0.000775849908308647
0.291666667,"cam",0.4,0.000771307365985345
8.923076923,"amc",15.034782608,0.00074620314283206
5,"max_cc",47,0.000741650043476037
0,"npm",2,0.000719165767709457
1.2,"avg_cc",1.5455,0.000707985486297531
0.8607741938,"lcom3",1.2847058824,0.000703977472720873
7,"ca",74,0.000690957667326915
0.730769231,"mfa",1,0.000658761528326746
15,"cbo",76,0.000654219717175784
1,"ca",3,0.000623311863702472
0,"dit",1,0.000617008428072571
252,"loc",1051,0.000613462718197535
4,"cbo",7,0.000610314311870613
1,"moa",11,0.000602978187919463
6,"npm",11,0.000592914669697119
1,"cbm",4,0.000589970501474926
9,"cbo",15,0.000588512241054614
21,"rfc",41,0.00058055152394775
0,"dam",0.333333333,0.000574712643678161
0,"cbo",4,0.000573942988329826
10,"ce",38,0.000571499565163374
0,"lcom",1,0.00056785917092561
0,"cam",0.291666667,0.000566371681415929
0,"ca",1,0.000563578724903135
0.333333333,"dam",1,0.000554932404510302
6,"ce",10,0.000554153069392279
41,"rfc",154,0.000550855793822546
1.5455,"avg_cc",9,0.000548832359155896
0.75,"lcom3",0.8607741938,0.000541913632514818
2,"npm",4,0.000533428165007112
27.16666667,"amc",198.5,0.000516557011581752
0,"ce",1,0.000499625281039221
1,"max_cc",3,0.000471364600518501
15.034782608,"amc",27.16666667,0.000394788787998421
0.5,"cam",0.690000000000001,0.000376364320662401
3,"max_cc",5,0.000367962713111738
132.2,"loc",252,0.000362815447875514
6,"lcom",15,0.000351296283285323
0,"lcom3",0.75,0.00034086067319983
15,"lcom",51,0.000340781850932282
4,"npm",6,0.000308832612723904
1,"avg_cc",1.2,0.000273149412728763
2,"dit",5,0
0,"noc",20,0
1,"ic",3,0
