"start","attribute","end","recallloc"
0,"loc",46,0.0137313432835821
0,"rfc",9,0.00950475237618809
5.415652174,"amc",9.2,0.00747419622731048
3,"ce",4,0.00730343489672487
46,"loc",102,0.00644783118405627
0.7778,"avg_cc",0.9167,0.00635501938819474
18.4,"rfc",25.6,0.00589275191514437
102,"loc",181.6,0.00578237252496934
9,"wmc",11,0.00575313807531381
7,"npm",9,0.00565076424270496
0,"wmc",4,0.00559413580246914
0,"amc",5.415652174,0.00480979449059904
1,"ca",2,0.0046392381882554
0,"avg_cc",0.7778,0.00444652468991341
0.5,"cam",1,0.00438000302069174
0.58245614,"mfa",1,0.00419102238888276
0.47826087,"mfa",0.58245614,0.00410804149121906
35,"lcom",77.8,0.004057343792264
0,"lcom",9,0.00399745616425911
1,"max_cc",2,0.00399309992333248
0,"npm",4,0.00395417215857244
9,"rfc",18.4,0.0039462457337884
0,"ce",1,0.00379600594157452
6,"cbo",7,0.00372881355932203
0.2881846152,"cam",0.333333333,0.003662109375
9.2,"amc",15.177142856,0.00361904761904762
9,"lcom",35,0.003530034712008
2,"cbm",4,0.00346484572584724
0,"max_cc",1,0.00341435655637753
0.6881818182,"lcom3",0.8,0.00333025719215183
1.25,"lcom3",2,0.00332594235033259
4,"cbo",6,0.00331151328455911
0.333333333,"cam",0.5,0.00328525641025641
0,"dam",0.333333333,0.00312408474079859
4,"ce",6,0.00309229305423406
0,"ic",1,0.00298597544511682
181.6,"loc",377.2,0.00291760838298747
1,"dit",2,0.00269397353654725
0.2376190476,"cam",0.2881846152,0.00266711118519753
0.272727273,"mfa",0.47826087,0.00260212300194127
0.9167,"avg_cc",1,0.00247075628305602
0,"ca",1,0.00244120478613671
0.8,"lcom3",0.925142514,0.00242557883131202
0.333333333,"dam",0.565217391,0.0023961661341853
0,"cbo",4,0.00228366364896827
4,"wmc",9,0.00222157828648701
7,"cbo",11,0.00218328066647515
25.6,"rfc",42,0.0021638661074453
9,"npm",16,0.00215900431800864
0,"cbm",2,0.00215544567009002
11,"wmc",19,0.00212408458295026
15.177142856,"amc",24.579999998,0.00203888659062703
4,"npm",7,0.00196146302065305
2,"dit",6,0.00193158953722334
5,"ca",212,0.00190649867374005
1,"avg_cc",1.4286,0.00185455027155915
0.565217391,"dam",1,0.00175727919111087
0,"lcom3",0.6881818182,0.00166486681065515
2,"max_cc",5,0.00155563689604685
0,"dit",1,0.00152871366790707
2,"ca",3,0.00149043989268833
3,"ca",5,0.00147987727846959
4,"cbm",20,0.00146296860713197
1,"moa",34,0.0014056655468992
0.925142514,"lcom3",1.25,0.00133402505002594
1,"ce",3,0.00132827324478178
16,"npm",101,0.00130973570205192
1.4286,"avg_cc",17.125,0.00129481109285921
11,"cbo",214,0.00129357141207179
6,"ce",133,0.00129156121825639
0,"noc",134,0.00124688279301746
0,"moa",1,0.00122626749545435
77.8,"lcom",7059,0.00119337016574586
19,"wmc",134,0.00119221088885945
5,"max_cc",126,0.00116055630600635
0,"cam",0.2376190476,0.00108034083992696
42,"rfc",390,0.00106398484185979
377.2,"loc",9886,0.000905041197005136
24.579999998,"amc",616.375,0.000895184847818576
0,"mfa",0.272727273,0.000880045915439066
1,"ic",3,0.000799269239552409
