"start","attribute","end","recallloc"
0,"amc",7.2681818184,0.00286831812255541
0,"loc",36.8,0.00262743037309511
0.666666667,"cam",1,0.00137755642683056
0.8961934616,"mfa",1,0.0012679293129408
0,"npm",2,0.00124022133180691
3,"lcom",15,0.00114204139900071
5.39999999999998,"ce",9,0.00113540228861481
3,"wmc",5.60000000000002,0.0011290929619872
0,"lcom",3,0.00112290730910576
0.7778,"avg_cc",1,0.00106076035302105
0,"rfc",8,0.00104777870913663
36.8,"loc",106,0.00100861910874748
9,"wmc",17,0.00100309845968659
13.637096774,"amc",20,0.00099502487562189
3,"cbo",5,0.000990916597853014
8,"cbo",13,0.000986934862299088
0.6,"lcom3",0.7711904758,0.000985221674876847
30,"rfc",51,0.000984973428623786
1,"max_cc",2,0.00097058384351202
106,"loc",195,0.000970245795601552
0,"max_cc",1,0.000969882593159775
15,"lcom",75.2,0.000961325149744879
0.7685618728,"mfa",0.8961934616,0.000951941383488144
0,"moa",1,0.000942810495090487
0.2405925928,"cam",0.3588571428,0.000919831568619435
0,"ca",1,0.000917613213630276
2,"npm",4,0.000913075237399562
5.60000000000002,"wmc",9,0.000886147738550971
2,"ca",5,0.000882790627285797
0,"avg_cc",0.7778,0.000873743993010048
7,"npm",13,0.000866151889869709
1,"avg_cc",1.3333,0.000863291607572301
0,"noc",102,0.000863054279116419
1,"ca",2,0.000862136531076103
2,"dit",3,0.000848245599725951
4,"dit",7,0.000847876775241998
195,"loc",384.4,0.000847355041762498
0.7711904758,"lcom3",0.8975517742,0.000835132079350396
2,"max_cc",4,0.000833935620170123
0,"cbm",1,0.000832509495811437
0,"ic",1,0.00082618152388339
1,"cbm",2,0.00082411624376491
0,"ce",1,0.000822819528250137
18,"rfc",30,0.000806307113420534
4,"npm",7,0.000805742748315265
5,"cbo",8,0.000804962356172167
0,"dam",0.6914285716,0.000797730898776813
20,"amc",30.75,0.000796978412280398
0,"wmc",3,0.000794517826993743
0.6914285716,"dam",1,0.000792029418235535
3,"dit",4,0.000782749217250783
0.5,"cam",0.666666667,0.000767727526521496
4,"max_cc",6,0.000766780700719594
0.5152329748,"mfa",0.7685618728,0.000763615260087358
1,"ic",5,0.00076092971776425
1,"dit",2,0.000760062186906201
0,"dit",1,0.000757950748669719
2,"cbm",19,0.000754852624011502
0,"lcom3",0.6,0.000751054364781328
1.85502,"avg_cc",6.7778,0.000747979249607914
8,"rfc",18,0.00074471254095919
1,"ce",3,0.00074212814079231
0,"cam",0.2405925928,0.000738218494218826
6,"max_cc",53,0.000735984815471176
51,"rfc",288,0.000723792673609715
13,"npm",103,0.000709538069847762
384.4,"loc",4541,0.000707325332029046
1.3333,"avg_cc",1.85502,0.000705910710903738
1,"moa",11,0.000704225352112676
13,"cbo",499,0.000697326154303417
9,"ce",37,0.000686534560773912
30.75,"amc",2052,0.000685431268932275
75.2,"lcom",6692,0.00068340722308865
0.3588571428,"cam",0.5,0.000669159614249164
0.8975517742,"lcom3",2,0.000667793864821472
17,"wmc",120,0.000662280510653131
3,"ce",5.39999999999998,0.000641793599178504
5,"ca",498,0.000623495384402224
0,"mfa",0.5152329748,0.000576147493758402
0,"cbo",3,0.000498090652498755
7.2681818184,"amc",13.637096774,0.000469851213782302
