"start","attribute","end","recallloc"
0,"loc",17,0.00643776824034335
0.666666667,"cam",1,0.0031055900621118
0,"ce",1,0.00160170848905499
0,"rfc",6,0.00115874855156431
10,"rfc",18,0.000884564352056612
0,"wmc",2,0.000848896434634975
4,"ca",184,0.000749625187406297
0,"noc",25,0.000705716302046577
80,"loc",142.6,0.000698324022346369
3,"dit",6,0.000675219446320054
0,"max_cc",1,0.000658833864060613
6,"ce",10,0.000658111220796315
0,"dit",1,0.00061928025872153
7,"wmc",13,0.000607385811467444
0.8333,"avg_cc",1,0.000599400599400599
13,"cbo",185,0.000584941923623297
0.8405844156,"lcom3",2,0.000579278384640847
5,"npm",9,0.000563459642203127
5,"cbo",8,0.000556689552792726
7.222222222,"amc",9.666666667,0.000510204081632653
0.4054545454,"lcom3",0.666666667,0.000496277915632754
1,"lcom",8,0.000483208504469679
0,"cam",0.2673809526,0.000480967431633915
0.583333333,"mfa",0.842105263,0.00047717512327024
43.4,"lcom",2897,0.000472115668338743
9,"npm",77,0.000471063257065949
4.5,"amc",7.222222222,0.000461361014994233
2.40000000000003,"max_cc",26,0.000456710380374502
1,"ca",2,0.000445765230312036
1,"moa",7,0.000426302888202068
1,"avg_cc",1.09454,0.000417014178482068
1.09454,"avg_cc",6.5,0.000400748063051029
13,"wmc",82,0.000394166338194718
0,"cbo",3,0.000385059684251059
0.3671794874,"cam",0.5,0.00034123869646818
2,"npm",3,0.000328191663931736
0,"ca",1,0.000327367961588826
2,"dit",3,0.000309789343246592
29.4,"rfc",143,0.000305327973131138
18,"rfc",29.4,0.000293685756240822
8,"lcom",43.4,0.000292397660818713
10,"ce",32,0.000289708119070037
0,"dam",1,0.00027206257439211
0.666666667,"lcom3",0.8405844156,0.000263898662913441
44,"loc",80,0.000244259892525647
0,"cbm",1,0.000235312573535179
14.5,"amc",75.76923077,0.000229060090096969
0,"npm",2,0.000225275963054742
0,"ic",1,0.000211148648648649
9.666666667,"amc",14.5,0.000209819555182543
8,"cbo",13,0.000208942749686586
0,"moa",1,0.00020273694880892
142.6,"loc",1000,0.000200904068307383
0.2673809526,"cam",0.3671794874,0.000197297030679688
4,"wmc",7,0.000152741713762028
3.20000000000002,"ce",6,0.000137438152831226
2,"ca",4,0.000123685837971552
0,"mfa",0.583333333,0.000101132686084142
1,"dit",2,9.53561552398207e-05
2,"wmc",4,0
3,"cbo",5,0
6,"rfc",10,0
0,"lcom",1,0
1,"ce",3.20000000000002,0
3,"npm",5,0
0,"lcom3",0.4054545454,0
17,"loc",44,0
0.842105263,"mfa",1,0
0.5,"cam",0.666666667,0
1,"ic",3,0
1,"cbm",8,0
0,"amc",4.5,0
1,"max_cc",2.40000000000003,0
0,"avg_cc",0.6667,0
0.6667,"avg_cc",0.8333,0
