"start","attribute","end","recallloc"
0,"loc",48.2,0.00313479623824451
0.6583333336,"cam",1,0.00283822138126774
0.983433735,"mfa",1,0.00235849056603774
0.6667,"avg_cc",1,0.00229533282325937
48.2,"loc",127,0.0022737608003638
5,"wmc",7,0.00222186954451674
1,"npm",3,0.00214266583340773
1,"max_cc",2,0.0020442930153322
0,"amc",9.1,0.00195503421309873
0,"lcom",2.40000000000001,0.00185048112509252
5,"dit",8,0.00177881683268957
0,"max_cc",1,0.00175662727563079
127,"loc",230.6,0.00174939864421605
0,"wmc",3,0.0017014694508894
9.1,"amc",18.809090908,0.00168152009416513
8,"rfc",17.4,0.0016116035455278
2,"ca",4,0.00158572844400396
6,"cbo",9.59999999999999,0.00152256661228929
9,"lcom",43.2,0.00149593495934959
28,"rfc",52.8,0.00144116179812649
3,"ce",6,0.00138435676851577
17.4,"rfc",28,0.00137513751375138
2,"cbm",18,0.00137069753274444
6,"ce",9,0.00136789549278435
0,"avg_cc",0.6667,0.00132758048456688
1,"ca",2,0.00132517838939857
230.6,"loc",457.6,0.00132070054550675
0,"npm",1,0.00130872922392357
7,"wmc",13,0.00129789515264376
18.809090908,"amc",32.261538458,0.00124801996831949
0.8678571428,"mfa",0.983433735,0.00122118760494581
2,"max_cc",5,0.00120815862412053
0.3648484852,"cam",0.5,0.00120376449989057
9.59999999999999,"cbo",14,0.0011959234608985
1,"ce",3,0.0011719207781554
1.6667,"avg_cc",2.40954,0.00116726470969694
1,"ic",4,0.00115874855156431
0,"noc",35,0.00114916111238796
3,"wmc",5,0.00111152278621712
3,"npm",5,0.00106064988911388
0.2514285714,"cam",0.3648484852,0.00102850426094622
4,"cbo",6,0.000981404958677686
5,"max_cc",9,0.000930345441307338
0,"rfc",8,0.000886132033673017
1,"dit",2,0.000885151582208453
4,"ca",8,0.000870366577923408
0,"moa",1,0.000867171888549561
0,"lcom3",0.6,0.000849545493161159
5,"npm",8,0.000838129295412639
2.40000000000001,"lcom",9,0.000827814569536424
0,"cbo",4,0.000817958738525857
0,"ic",1,0.000805183850312488
0.777777778,"lcom3",0.9272448622,0.000790229885057471
1,"avg_cc",1.6667,0.000717118029190922
0.1283333332,"dam",1,0.000679977746182852
0.9272448622,"lcom3",2,0.000677096325861516
0.5,"cam",0.6583333336,0.000662544169611307
2,"dit",5,0.000651947148817803
0,"cbm",1,0.000625217089267107
0.6,"lcom3",0.777777778,0.000598418465484078
0,"mfa",0.5510869566,0.000575456768810243
43.2,"lcom",11469,0.000560593569661995
0.5510869566,"mfa",0.8678571428,0.000542005420054201
8,"ca",137,0.000518416115335242
32.261538458,"amc",47.387692308,0.000497579952051386
47.387692308,"amc",496,0.000484018428553502
1,"moa",16,0.00048276253762708
52.8,"rfc",487,0.000420652982861087
9,"max_cc",163,0.000401515721849984
2.40954,"avg_cc",8.75,0.000399394022861865
0,"cam",0.2514285714,0.000396874612427136
457.6,"loc",23350,0.000391885899326575
9,"ce",48,0.000386916688545884
13,"wmc",399,0.000365452552076989
14,"cbo",162,0.000356668996904113
8,"npm",169,0.000356179718109195
0,"ca",1,0.000354509359047079
0,"dit",1,0.000352303920849052
1,"cbm",2,0.000254452926208651
0,"ce",1,0.000106236056517582
0,"dam",0.1283333332,0
