"start","attribute","end","recallloc"
0,"loc",20,0.00395256916996047
0,"rfc",6,0.00337837837837838
2,"ca",3,0.00146756677428823
0,"avg_cc",0.7143,0.0011037527593819
0,"mfa",0.272727273,0.00076657723265619
0.407407407,"cam",0.5,0.000707088562842496
4,"npm",7,0.000677736360555744
9,"cbo",14,0.000664396644796944
0,"wmc",3,0.000647249190938511
4,"cbo",6,0.000638433709299851
0,"lcom",4,0.000630119722747322
5,"wmc",8,0.00062445360309729
0,"noc",19,0.000617436404050383
0,"npm",2,0.000616712920135677
0.5,"lcom3",0.722222222,0.000537172324881822
4.333333333,"amc",7.25,0.000522466039707419
0,"max_cc",1,0.000494902504206671
53,"loc",127,0.000491159135559921
0,"dam",0.833333333,0.000473372781065089
2,"max_cc",4,0.000468208633767207
2,"npm",4,0.000459453250631748
20,"lcom",68,0.000412201154163232
23,"rfc",45,0.000404694455685957
1,"ce",3,0.000395726157499011
0,"cbm",1,0.000382445740510565
1,"ca",2,0.000372763419483101
0,"moa",1,0.000350140056022409
4,"lcom",20,0.000345781466113416
3,"wmc",5,0.000333444481493831
1,"dit",2,0.000325097529258778
0,"ic",1,0.000322768058872894
127,"loc",297,0.000322719449225473
2,"dit",3,0.000312891113892365
3,"ce",7,0.000307408545957578
7.25,"amc",14.2,0.000306748466257669
1,"avg_cc",1.5238,0.000303007347928187
0.5,"cam",0.666666667,0.000295246530853262
3,"dit",6,0.000287631831255992
0.272727273,"mfa",0.792207792,0.000273253907530878
0.87755102,"lcom3",2,0.000272674596952861
0.7143,"avg_cc",1,0.000271198698246248
0.285714286,"cam",0.407407407,0.000266453503863576
1,"ic",5,0.000260439274242556
24,"amc",291.3333333,0.000242764275888113
3,"ca",7,0.000241721053903795
1,"cbm",10,0.000241677240045919
0,"dit",1,0.000239836910900588
0,"ca",1,0.000239693192713327
13,"rfc",23,0.000231267345050879
14.2,"amc",24,0.00022725551094614
7,"npm",12,0.000214938205265986
1.5238,"avg_cc",5.3333,0.000211365420617187
45,"rfc",583,0.00020994681347392
0,"cam",0.285714286,0.000206611570247934
297,"loc",8095,0.000204545454545455
0.792207792,"mfa",1,0.000199084212621939
0.833333333,"dam",1,0.000195227765726681
14,"wmc",205,0.000188699590252318
7,"ce",98,0.000174684694127101
4,"max_cc",26,0.000170896351362898
68,"lcom",20326,0.000165070980521624
1,"moa",7,0.000160359204618345
7,"ca",99,0.000159676389184586
6,"cbo",9,0.000145243282498184
0.722222222,"lcom3",0.87755102,0.00013527223537369
8,"wmc",14,0.000123548307388189
14,"cbo",154,0.000123239979049204
12,"npm",179,0.00011949215832711
0,"cbo",4,0
6,"rfc",13,0
0,"ce",1,0
0,"lcom3",0.5,0
20,"loc",53,0
0.666666667,"cam",1,0
0,"amc",4.333333333,0
1,"max_cc",2,0
