"start","attribute","end","recallloc"
0,"loc",12.8,0.024906600249066
0,"rfc",5,0.0156889495225102
0,"wmc",2,0.0125324114088159
0,"amc",3.666666667,0.0101156069364162
0.666666667,"cam",1,0.00695249130938586
12.8,"loc",39.6,0.00694031330557208
0,"avg_cc",0.5556,0.00494947411837492
0.5,"cam",0.666666667,0.00481109381632942
5,"rfc",10,0.00434861387932596
0,"ce",1,0.0038892701898879
0,"lcom",3,0.0038102261553589
39.6,"loc",83,0.00334831262666314
10,"rfc",18,0.0032950253154384
2,"wmc",4,0.00325673964175864
1,"ce",4,0.0032073454499717
0,"npm",2,0.00313873195229127
3,"cbo",6,0.00312214438014012
0.9457261164,"lcom3",2,0.0031109382812066
0,"cbo",3,0.0031055900621118
0.894736842,"mfa",1,0.00281020319930826
0,"max_cc",1,0.00280420275450802
4,"ce",6,0.00276303351995928
2,"npm",3,0.00265457360911404
0.5556,"avg_cc",0.8,0.00224267264712706
6.77178744,"amc",10,0.00223785166240409
0.375,"cam",0.5,0.00222412318220701
3.666666667,"amc",6.77178744,0.00219274202390089
0.8,"avg_cc",1,0.0021318173743116
6,"cbo",8,0.00211432454881824
4,"wmc",7,0.00194018866662206
1,"ca",2,0.00189049661891951
1,"max_cc",2,0.00185793026568403
0,"dit",1,0.00184568385769141
3,"dit",6,0.00184113624408206
5,"npm",10,0.00181209924728185
3,"lcom",9,0.00179723015117877
0,"ca",1,0.00177577434006079
3,"npm",5,0.00175331605427657
18,"rfc",33,0.00174505904792825
0,"lcom3",0.5,0.00170548106327923
4,"ca",446,0.00167228449740012
2,"dit",3,0.00166787837317709
0,"noc",39,0.00156049935979513
0,"cbm",1,0.00155901066026208
2,"max_cc",3,0.0015473032714412
6,"ce",10,0.0015462778882262
1,"dit",2,0.00154199104893001
83,"loc",182,0.00154108875838227
0.666666667,"mfa",0.894736842,0.00153942167672145
0,"moa",1,0.00152424193286849
2,"ca",4,0.00151273559834826
8,"cbo",14,0.0015115380739646
0,"ic",1,0.00150045549541825
10,"amc",16.156410254,0.00149517881118028
0.261904762,"cam",0.375,0.00140060584345787
0.75,"dam",1,0.00138624155259054
9,"lcom",43,0.00138258803197235
7,"wmc",13,0.00132616223384661
0,"mfa",0.666666667,0.00128205128205128
0.5,"lcom3",0.7195,0.00121541141676457
1.1667,"avg_cc",8.5,0.00113698737551949
14,"cbo",448,0.00111747176913425
1,"moa",9,0.00110705523308001
10,"npm",157,0.00104160956087934
43,"lcom",13617,0.00101214574898785
13,"wmc",166,0.00100738167607469
3,"max_cc",33,0.00100374121726435
0,"dam",0.75,0.000986679822397632
0.7195,"lcom3",0.9457261164,0.000983767830791933
0,"cam",0.261904762,0.000979254315972726
16.156410254,"amc",158.6666667,0.000934055669717915
1,"cbm",21,0.000924377145875517
1,"avg_cc",1.1667,0.000888945329862213
33,"rfc",322,0.000826482230632041
182,"loc",2077,0.000807226065051287
10,"ce",76,0.000716450812896115
1,"ic",4,0.000219082046226312
