"start","attribute","end","recallloc"
0,"loc",49,0.00431034482758621
0,"amc",8,0.00302375809935205
49,"loc",118,0.00198763250883392
0,"rfc",7,0.00189753320683112
8,"amc",18.85714286,0.00144717800289436
0,"wmc",3,0.0014269858886951
0.625,"cam",1,0.00142585551330798
0,"avg_cc",0.75,0.00135135135135135
0.5,"cam",0.625,0.00126605172725628
0,"npm",1,0.00123731749566939
17,"rfc",28,0.00118727243944911
0,"max_cc",1,0.0011865524060646
1,"ce",3,0.00112331502745881
2,"max_cc",5,0.00107324926214113
1.6364,"avg_cc",2.5385,0.00105660377358491
0.983655275,"mfa",1,0.00101195952161914
3,"wmc",5,0.000981568328061948
0.857142857,"mfa",0.983655275,0.000945992432060543
0,"lcom3",0.583333333,0.000933237616654702
0,"lcom",2,0.000929713648196356
215,"loc",492,0.000905022876967168
0.75,"avg_cc",1,0.000888415067519545
6,"ce",9,0.000830883292854404
2,"ca",4,0.000820299682817456
5,"wmc",8,0.000801006980203685
2,"dit",5,0.0007925777425521
5,"dit",8,0.000789412584165312
0,"cbm",1,0.000780538571614414
3,"cbm",25,0.000769876819708847
3,"ce",6,0.000741255501505675
8,"wmc",13,0.000729804075675069
4,"cbo",6,0.000726797005596337
18.85714286,"amc",30.41176471,0.000722515876335704
28,"rfc",53,0.000721468187762096
9,"cbo",15,0.000720816419439281
3,"npm",5,0.000709555345316935
0,"ic",1,0.000704291482768335
10,"lcom",43,0.0007000700070007
0.257142857,"cam",0.371428571,0.000687082842559874
118,"loc",215,0.000677441207780896
1,"ic",4,0.000674435160553037
7,"rfc",17,0.0006678911337452
0,"cbo",4,0.000666111573688593
4,"ca",8,0.000661032154492658
0.371428571,"cam",0.5,0.000655605426395683
1,"npm",3,0.000640569395017794
6,"cbo",9,0.000635849176575316
1,"max_cc",2,0.000628930817610063
5,"npm",9,0.000619362830488135
0,"moa",2,0.000587687937705079
1,"ca",2,0.000582920431361119
0,"noc",35,0.000581818181818182
5,"max_cc",9,0.000561046135255276
0.333333333,"dam",1,0.000552058270986454
8,"ca",157,0.000535820599325263
43,"lcom",16336,0.000523887829794665
0.764705882,"lcom3",0.923830594,0.00052031302031302
0.923830594,"lcom3",2,0.000515479547590891
1,"avg_cc",1.6364,0.000506486928741185
2,"lcom",10,0.000494315373208107
0,"ce",1,0.000484777971688966
1,"cbm",3,0.00042647560559536
0,"dit",1,0.000420294205944161
0.583333333,"lcom3",0.764705882,0.000386069004754745
30.41176471,"amc",45,0.000383623537435264
2,"moa",17,0.000375169547776399
0,"cam",0.257142857,0.000372110825235493
9,"npm",193,0.000364140393741484
15,"cbo",184,0.000363882102198888
13,"wmc",407,0.000360009729992703
53,"rfc",494,0.000353304872663035
9,"max_cc",84,0.00034316721895141
9,"ce",59,0.000340323659535517
492,"loc",23683,0.00033059976307017
45,"amc",496,0.000324654243230959
1,"dit",2,0.000323554788610871
0.448275862,"mfa",0.857142857,0.000288878189696678
0,"ca",1,0.000279043809878151
2.5385,"avg_cc",20,0.000257833218740792
0,"mfa",0.448275862,0.000150784077201448
0,"dam",0.333333333,0
