"start","attribute","end","recallloc"
0,"loc",39,0.00337621185257837
0,"rfc",10,0.00277504815062301
0.857142857,"mfa",0.88,0.00186812741742776
0.583333333,"cam",0.625,0.00134922332173338
10,"rfc",16,0.00134812744392213
0,"cbm",1,0.00134478905846196
0,"lcom",1,0.00128050351647978
39,"loc",62,0.00126967354903582
1,"lcom3",2,0.00124794416605361
2,"dit",3,0.00117767766711681
0,"ic",1,0.00113471402826725
9.5,"amc",15.5,0.00109756014425076
0,"cbo",8,0.00109056726224128
1,"npm",2,0.00106853901656506
62,"loc",90,0.00106540413843832
8,"cbo",11,0.000953362190659058
26,"amc",44,0.000931942975164979
0.625,"cam",0.666666667,0.000922087074306947
0,"ce",6,0.00091805986277421
16,"rfc",21,0.00091495016996068
1,"max_cc",4,0.000882320701112515
90,"loc",175,0.000871197949874502
11,"cbo",15,0.000839562289220061
0,"avg_cc",0.5,0.000830832091457997
6,"ce",10,0.000825858713527566
10,"ce",14,0.000814576468607848
21,"rfc",32,0.000756534786385533
15.5,"amc",26,0.000737057531642965
0,"max_cc",1,0.000715850858584536
0.666666667,"cam",1,0.000699850650428208
14,"ce",20,0.000664843424076073
0.5,"avg_cc",0.6,0.000662455656874468
0.6,"avg_cc",0.875,0.000648723415200133
1,"cbm",2,0.000643728987821466
15,"cbo",21,0.000643128435579968
0,"npm",1,0.000641801796278699
0.875,"avg_cc",2,0.000639510748778351
0.9375,"mfa",1,0.000634223555809008
4,"dit",5,0.000627589444251689
1,"lcom",4,0.000601373451729718
3,"dit",4,0.000576948402835409
0.591919192200001,"mfa",0.857142857,0.000576264429262635
2,"cbm",3,0.000575619277619446
0.5,"cam",0.583333333,0.00057489724478961
0,"amc",9.5,0.000572761985574883
2,"ic",5,0.000546480718459286
0.88,"mfa",0.9375,0.000536943070165184
1,"ic",2,0.000515215776200188
5,"dit",8,0.00050669587899246
4,"lcom",6,0.000497391043207328
2,"avg_cc",25.5,0.000496210315336791
2,"npm",3,0.000479542000501675
3,"cbm",22,0.000477846895404216
20,"ce",130,0.000466911832791689
4,"max_cc",85,0.000465407110763607
0,"dit",2,0.000462974854236766
21,"cbo",860,0.000448335965668477
0,"ca",1,0.000445661737647848
44,"amc",845.8461538,0.000442741660241249
0.916666667,"lcom3",1,0.000436173188974251
1,"ca",2,0.000435306324464215
0,"lcom3",0.916666667,0.000395927332001764
0,"noc",546,0.000393682489604322
2,"ca",860,0.000377353602777046
175,"loc",18384,0.000366197781258126
32,"rfc",393,0.000365565363684216
6,"lcom",59977,0.000353016404359959
0.222222222,"dam",1,0.000342554530978039
0,"cam",0.5,0.0003386661563295
0,"dam",0.222222222,0.000330849207202587
3,"npm",347,0.000320214750703189
0,"moa",25,0.000232928992492519
0,"mfa",0.591919192200001,0.00019621146395028
