"start","attribute","end","recallloc"
0,"loc",31,0.0125977410947003
5,"rfc",15,0.00431150633252493
0,"amc",6.88,0.0042674253200569
31,"loc",98,0.00426060713651695
98,"loc",244,0.00286745606045272
6.88,"amc",13.8,0.0023648508484421
3,"npm",5,0.00233144597230813
0.4626373628,"cam",0.7,0.00226009130768883
0.974358974,"mfa",1,0.00213166144200627
5,"cbo",9,0.00208412277377795
8,"lcom",37.4000000000001,0.00200364950445454
0.8889,"avg_cc",1.125,0.00199984906799487
0,"max_cc",1,0.00196031172170001
5,"wmc",8,0.00192069144892161
0,"moa",1,0.00191240139180324
5,"ce",12,0.00190372586347566
0,"wmc",3,0.00185199475268153
0,"rfc",5,0.00179297979449693
5,"npm",11,0.00177312109611122
2,"ce",5,0.00177256613035179
0.34375,"cam",0.4626373628,0.00174558149683613
0,"lcom3",0.5,0.00172682280022819
0.7,"cam",1,0.00161498003099016
4,"dit",8,0.00156850839910949
2,"max_cc",7,0.00153345434061463
0,"npm",2,0.00150545045616963
13.8,"amc",24.849230768,0.00145962971498809
1,"ic",2,0.00145257537688442
3,"dit",4,0.00144354148845167
0,"lcom",1,0.0014354579539368
0,"avg_cc",0.5,0.00143417366946779
8,"wmc",13,0.00141050583657588
0,"ca",1,0.00138141188420518
1,"cbo",5,0.00134001687428657
0,"noc",29,0.00132646293556451
1,"cbm",6,0.00131498401614256
6,"cbm",33,0.0012989623764826
2,"ic",5,0.0012906080607692
244,"loc",595,0.00126751443175399
23,"rfc",44,0.00126532076825745
2,"ca",6,0.00125397897173724
0.9192307694,"dam",1,0.00122454375308745
1,"ca",2,0.00121449095056133
0.5,"lcom3",0.8,0.00115931689481429
0.5,"mfa",0.9224775224,0.00115513907095669
0,"dit",1,0.00113603315399157
1.125,"avg_cc",1.8333,0.00110242143626059
1,"dit",2,0.00109070176743264
0,"ic",1,0.00106095679012346
9,"cbo",18,0.00104670219945186
6,"ca",152,0.00102773634802662
0,"cbm",1,0.00102220983180002
18,"cbo",168,0.00100546236767052
1.8333,"avg_cc",20.4286,0.00089897550715788
24.849230768,"amc",57.233333334,0.000860059926756187
1,"moa",17,0.00085867490020188
0,"cam",0.2620490624,0.000847558541078571
0,"mfa",0.5,0.000834956860562204
12,"ce",68,0.000831387829825828
11,"npm",125,0.000814127780018109
44,"rfc",409,0.000807843187943102
0.8,"lcom3",1.1953846152,0.00080045643047525
0,"dam",0.9192307694,0.000774141147505616
2,"dit",3,0.000768884187431437
13,"wmc",133,0.000767511378019551
1.1953846152,"lcom3",2,0.000750774235930804
37.4000000000001,"lcom",7774,0.000718827348045827
7,"max_cc",138,0.000718343412131208
0.9224775224,"mfa",0.974358974,0.000707625232546195
1,"lcom",8,0.000685811688095508
57.233333334,"amc",1251,0.000673927595751995
1,"ce",2,0.000664282064384262
3,"wmc",5,0.000655054955663122
0.5,"avg_cc",0.8889,0.000631694398744941
0.2620490624,"cam",0.34375,0.000629151061544032
15,"rfc",23,0.000623387069745618
0,"ce",1,0.000595608380871706
0,"cbo",1,0.000558059070552618
2,"npm",3,0.000549335376475435
1,"max_cc",2,0.000548665253232722
595,"loc",4331,0.000530507563956573
