"wmc","dit","noc","cbo","rfc","lcom","ca","ce","npm","lcom3","loc","dam","moa","mfa","cam","ic","cbm","amc","max_cc","avg_cc","bug","pred"
2,2,0,5,7,1,1,4,2,2,20,0,0,0,0.75,0,0,9,1,0.5,"0","0"
8.49192082230002,2,0,9.28222580906004,33.3547566048801,18.31454251986,2.79030498676002,7.98384164460003,8.49192082230002,1.53886083687926,196.499090982601,0,0.298384164460003,0.0639394637276052,0.699307498753595,0,0,19.6933950292824,1.59676832892001,0.974335138216335,"1","1"
2,2,0,5,7,1,1,4,2,2,20,0,0,0,0.75,0,0,9,1,0.5,"0","0"
11.4624450877309,1.68280563596636,1.90316618420184,8.36561127193272,33.5325859868899,24.559278903529,5.31719436403364,3.04841690789908,9.87647326756269,1.0860909183294,252.093713180162,0.682805635966361,0,0.213376761239488,0.421813613957286,0,0,19.5722704395827,3.63438872806728,1.7929859100841,"1","1"
12.2749119761866,7,0,10.2749119761866,102.474207785679,54.5738556904253,4.65498239523731,8.92989437142387,4.65498239523731,0.827106462549291,1639.61288767587,0.854089944574317,1.30996479047462,0.975907323536456,0.305737629034972,0.345017604762688,0.345017604762688,131.391517806983,8.48522886191495,1.99215804751208,"1","1"
12.1332162264735,2,0,16.4671350941062,52.4005269808695,13.1323379250243,6.86678377352655,14.267310754396,12.1332162264735,0.468332868649466,408.138486035168,0.0666081132367253,0.933391886763275,0.220827582283352,0.950043915072456,0,0,32.6514663213798,3,1.23334797169082,"1","1"
3,2,0,6,11,3,2,4,3,2,107,0,0,0,0.666666667,0,0,34.66666667,1,0.6667,"0","0"
3,2,0,5,23,0,1,4,3,0.5,101,0,1,0.6,1,0,0,32.33333333,1,0.6667,"0","0"
9.22476379573345,5.87618102133274,0,7.4495275914669,59.9636998474598,18.0686224848032,4.67429138720036,4.32570861279964,5.34858277440071,0.794924686692765,1081.23371897638,0.738599467857928,0,0.849597730624875,0.329421308021992,0.775236204266548,0.775236204266548,115.94868272841,13.4037792682648,2.76390587626845,"1","1"
11,6,6,16,18,53,16,1,11,0.9,73,0,1,0.977375566,0.363636364,0,0,5.545454545,2,1,"0","0"
6,7,0,5,52,7,2,4,3,0.746666667,457,0.8,0,0.988814318,0.444444444,1,1,72.66666667,2,1.1667,"0","0"
6.75292107998393,1.75292107998393,1.48247352009639,6.24707892001607,21.5408951197751,19.5175264799036,2.23539460008033,4.01168431993574,5.51752647990361,2,101.282131879823,0,0,0,0.625844761906075,0,0,14.0159793078758,1.98831568006426,1.51010487771046,"1","1"
7.16742743807845,2,0,6.16742743807845,24.4419085397385,22.0045646284707,1.3348548761569,4.83257256192155,7.16742743807845,1.93643958368624,101.990870743059,0.041856859519612,0,0.0214650561853686,0.555164191324869,0,0,13.3851569391623,1,0.853913297761907,"1","1"
6.97140736714937,1.97140736714937,0.171555797103792,6.02859263285063,24.5997031400912,20.8284442028962,1.14296316425316,4.88562946859747,6.82844420289621,2,103.685481038643,0,0,0,0.57772575801865,0,0,13.8755238381794,1.11437053140253,0.932667469360935,"1","1"
2,1,0,1,5,1,0,1,2,2,13,0,0,0,0.5,0,0,5.5,1,0.5,"0","0"
14.8187695564702,7,0.831252793781459,5.33749441243708,89.6250558756292,61.8751676268876,2.33749441243708,3.33749441243708,13.1437807315961,0.8887286275688,1395.78131984454,0.726737103652984,0,0.970085188849752,0.499609898834024,1,1,94.7998211979866,3.69995529949665,1.34178455665838,"1","1"
14,2,0,9,44,29,5,4,14,0.661538462,326,1,0,0.3125,0.25,0,0,21.92857143,3,1,"1","1"
4,2,0,5,26,0,1,4,4,0.333333333,117,0,1,0.5,1,0,0,28,1,0.75,"0","0"
6.95579983573407,1.23894995893352,4.5663002463989,7.47789991786703,11.9557998357341,20.7347990144044,6.23894995893352,1.23894995893352,3.15054963040166,1.72786254674361,87.0262510266621,0.179212469200138,0,0.091903830450949,0.6694039379327,0,0,12.325555373705,4.04420016426593,2.8548351108795,"1","0"
14,4.52823088783771,0,10.5169385327026,81.4178171399981,53.271016523242,5,7.53952324297279,9.44918440189213,0.758940177549947,1060.70389600564,0.957862818704587,1.01129235513508,0.645684713216192,0.268058792200454,0,0,72.8543650054809,3.50564617756754,1.14446311293105,"1","1"
11,2,0,3,37,7,1,2,11,0.55,187,0.5,0,0.615384615,0.409090909,1,1,15.81818182,7,1.4545,"0","0"
